title,description,category,published_at,polarity,subjectivity,label,fetch_timestamp,processed_title,processed_description
Medical Mysteries: Her depression and poor memory had an unusual cause - The Washington Post,A woman’s hospitalization following a suicide attempt in 2018 led to the discovery of an undiscovered condition that had shaped her life for nearly 50 years.,health,2024-11-23T14:02:35Z,0.05,0.25,1,2024-11-25 00:30:30,medical mysteries her depression and poor memory had an unusual cause  the washington post,a womans hospitalization following a suicide attempt in 2018 led to the discovery of an undiscovered condition that had shaped her life for nearly 50 years
"Saturday Citations: Sweaty, remarkable humans; ocean level rise projections; closeup of a star in another galaxy - Phys.org","Since we last spoke, researchers at the University of Birmingham have defined the precise shape of a single photon (spoiler: roundish). Economists worry that Trump's grandiose deportation plans could lead to a recession. And astronomers report that the Milky …",health,2024-11-23T14:00:01Z,0.10952380952380954,0.3603174603174603,2,2024-11-25 00:30:30,saturday citations sweaty remarkable humans ocean level rise projections closeup of a star in another galaxy  physorg,since we last spoke researchers at the university of birmingham have defined the precise shape of a single photon spoiler roundish economists worry that trumps grandiose deportation plans could lead to a recession and astronomers report that the milky 
Eat Too Much Sugar Last Night? Here's What Dietitians Recommend You Do Today - Yahoo Life,No drastic measures necessary!,health,2024-11-23T12:00:00Z,0.0,1.0,1,2024-11-25 00:30:30,eat too much sugar last night heres what dietitians recommend you do today  yahoo life,no drastic measures necessary
"Weight loss drug users suddenly find themselves wasting more food, study says - WTOP","One in four people taking popular weight loss medications such as Ozempic, Wegovy and Mounjaro found themselves throwing more food in the trash after starting the drugs.",health,2024-11-23T10:19:16Z,0.275,0.5,2,2024-11-25 00:30:30,weight loss drug users suddenly find themselves wasting more food study says  wtop,one in four people taking popular weight loss medications such as ozempic wegovy and mounjaro found themselves throwing more food in the trash after starting the drugs
Parkinson’s: Why This 62-Year-Old’s Early Signs Were Overlooked - Healthline,"Veronica Brown lived with chronic fatigue, depression, and anxiety for over 10 years before she learned they were early signs of Parkinson's disease. Here's how she found relief after diagnosis.",health,2024-11-23T09:28:27Z,0.1,0.3,1,2024-11-25 00:30:30,parkinsons why this 62yearolds early signs were overlooked  healthline,veronica brown lived with chronic fatigue depression and anxiety for over 10 years before she learned they were early signs of parkinsons disease heres how she found relief after diagnosis
7 Things Doctors Wish Older Adults Would Do Daily - HuffPost,Physicians reveal the crucial habits that will easily improve your longevity — and it's never too late to start.,health,2024-11-23T08:00:03Z,0.04444444444444445,0.8111111111111112,1,2024-11-25 00:30:30,7 things doctors wish older adults would do daily  huffpost,physicians reveal the crucial habits that will easily improve your longevity  and its never too late to start
Longevity: Daily walks could add years to your life - Medical News Today,"Every additional hour of walking per day could add up to 6 hours to a person's life, a recent study suggests, emphasizing the importance of staying active.",health,2024-11-23T06:07:54Z,-0.06666666666666667,0.425,1,2024-11-25 00:30:30,longevity daily walks could add years to your life  medical news today,every additional hour of walking per day could add up to 6 hours to a persons life a recent study suggests emphasizing the importance of staying active
County health officials say negative test result doesn’t clear caterer in E. coli outbreak - Food Safety News,"State test results of lettuce thought to be linked to an outbreak of E. Coli infections in St. Louis County have come back negative, but officials say a",health,2024-11-23T05:07:45Z,-0.15,0.2,0,2024-11-25 00:30:30,county health officials say negative test result doesnt clear caterer in e coli outbreak  food safety news,state test results of lettuce thought to be linked to an outbreak of e coli infections in st louis county have come back negative but officials say a
"Montana poultry flock diagnosed with avian flu, euthanized - NBC Montana",A Montana woman took to Facebook to report her poultry flock came down with avian influenza.Christy Cummings says state veterinarians made the diagnosis earlier,health,2024-11-23T02:56:16Z,-0.07777777777777778,0.3944444444444445,1,2024-11-25 00:30:30,montana poultry flock diagnosed with avian flu euthanized  nbc montana,a montana woman took to facebook to report her poultry flock came down with avian influenzachristy cummings says state veterinarians made the diagnosis earlier
Russia says US using Taiwan to stir crisis in Asia,"""We see that Washington, in violation of the 'one China' principle that it recognises, is strengthening military-political contacts with Taipei under the...",general,2024-11-24T04:24:18Z,0.0,0.0,1,2024-11-25 00:30:30,russia says us using taiwan to stir crisis in asia,we see that washington in violation of the one china principle that it recognises is strengthening militarypolitical contacts with taipei under the
The Norwegian Company Blamed for California's Hydrogen Car Woes,"A civil fraud case reveals that the hydrogen fueling stations promoted by Toyota, Shell, and Chevron never worked in the first place.",general,2024-11-19T13:00:00Z,0.25,0.3333333333333333,2,2024-11-25 00:30:30,the norwegian company blamed for californias hydrogen car woes,a civil fraud case reveals that the hydrogen fueling stations promoted by toyota shell and chevron never worked in the first place
America’s Rural Hospital Crisis Has Been Looming for Decades,"Rural hospital closures have major public health consequences, and the number shutting their doors continues to increase.",general,2024-11-19T20:15:13Z,0.020833333333333332,0.18888888888888888,1,2024-11-25 00:30:30,americas rural hospital crisis has been looming for decades,rural hospital closures have major public health consequences and the number shutting their doors continues to increase
How Brands Can Act Responsibly During a Crisis,"It’s been 53 days since Hurricane Helene devastated my hometown of Asheville, but I’m going to level with you: I showered in a FEMA trailer this morning, so it’s still really hard to care about send rates and conversion optimization.",general,2024-11-19T20:00:49Z,-0.2916666666666667,0.5416666666666666,0,2024-11-25 00:30:30,how brands can act responsibly during a crisis,its been 53 days since hurricane helene devastated my hometown of asheville but im going to level with you i showered in a fema trailer this morning so its still really hard to care about send rates and conversion optimization
Sweden’s Government-Issued Pamphlet for Surviving War Has a Long History,Russia's invasion of Ukraine has alarmed neighboring countries and Sweden's bringing back its guide to surviving war.,general,2024-11-23T16:00:37Z,0.0,0.0,1,2024-11-25 00:30:30,swedens governmentissued pamphlet for surviving war has a long history,russias invasion of ukraine has alarmed neighboring countries and swedens bringing back its guide to surviving war
"Netflix's Fighting Debut Was a Disaster, and NFL Fans Are Worried","The streaming giant's Jake Paul-Mike Tyson fight was plagued with issues, leaving some to worry how the company will handle two NFL games on Christmas Day.",general,2024-11-19T17:21:00Z,0.0,1.0,1,2024-11-25 00:30:30,netflixs fighting debut was a disaster and nfl fans are worried,the streaming giants jake paulmike tyson fight was plagued with issues leaving some to worry how the company will handle two nfl games on christmas day
"Bible found stuck on fence post, opened to book of Revelation after Helene disaster in North Carolina","As floodwater from Helene receded in western North Carolina, residents discovered a Bible that had become stuck on a fence post while opened to the book of...",general,2024-11-20T21:27:27Z,0.0,0.0,1,2024-11-25 00:30:30,bible found stuck on fence post opened to book of revelation after helene disaster in north carolina,as floodwater from helene receded in western north carolina residents discovered a bible that had become stuck on a fence post while opened to the book of
Biden to send Congress an emergency funding bill for disaster relief,"The bill will be put forth ""in the coming days,"" a White House official said. The bill is meant to address funding shortages reported after a brutal storm season.",general,2024-11-18T10:28:05Z,-0.4375,0.5,0,2024-11-25 00:30:30,biden to send congress an emergency funding bill for disaster relief,the bill will be put forth in the coming days a white house official said the bill is meant to address funding shortages reported after a brutal storm season
Five Scientifically Weird Things That Predict Disaster,"We’ve landed on a few reliable methods of predicting disaster: seismic activity, weather patterns, the announcement of a new Zack Snyder movie, etc.",general,2024-11-22T13:00:00Z,-0.03181818181818183,0.2772727272727273,1,2024-11-25 00:30:30,five scientifically weird things that predict disaster,weve landed on a few reliable methods of predicting disaster seismic activity weather patterns the announcement of a new zack snyder movie etc
Brewery announces indefinite closure as ongoing threat brings fewer visitors and increases debts: 'It's going to be a difficult winter',A little-known consequence of this event and others like it is the cost to business owners and their employees.,general,2024-11-20T11:15:52Z,0.0,0.0,1,2024-11-25 00:30:30,brewery announces indefinite closure as ongoing threat brings fewer visitors and increases debts its going to be a difficult winter,a littleknown consequence of this event and others like it is the cost to business owners and their employees
New cost for Casement Park drops to £270m,The projected price tag for redeveloping the west Belfast stadium has fallen from £300m.,general,2024-11-20T07:15:05Z,0.0,0.0,1,2024-11-25 00:30:30,new cost for casement park drops to 270m,the projected price tag for redeveloping the west belfast stadium has fallen from 300m
OpenAI Accidentally Deleted Potential Evidence in New York Times Copyright Lawsuit,"An anonymous reader shares a report: Lawyers for The New York Times and Daily News, which are suing OpenAI for allegedly scraping their works to train its AI models without permission, say OpenAI engineers accidentally deleted data potentially relevant to the…",general,2024-11-21T14:04:00Z,0.1090909090909091,0.36363636363636365,2,2024-11-25 00:30:30,openai accidentally deleted potential evidence in new york times copyright lawsuit,an anonymous reader shares a report lawyers for the new york times and daily news which are suing openai for allegedly scraping their works to train its ai models without permission say openai engineers accidentally deleted data potentially relevant to the
Care home firm fined £50k after woman's death,Mary ‘Pat’ Thompson needed the help of two carers to move but fell while in the care of just one.,general,2024-11-20T13:12:29Z,0.0,0.0,1,2024-11-25 00:30:30,care home firm fined 50k after womans death,mary pat thompson needed the help of two carers to move but fell while in the care of just one
"More than 100,000 pounds of ground beef are recalled for possibly having E. coli",The Minnesota Department of Agriculture alerted federal authorities about several illnesses in the past week.,general,2024-11-22T10:19:05Z,-0.125,0.125,0,2024-11-25 00:30:30,more than 100000 pounds of ground beef are recalled for possibly having e coli,the minnesota department of agriculture alerted federal authorities about several illnesses in the past week
Archbishop of Canterbury to remain in post until new year,Justin Welby will conduct few public engagements before completing his official duties in January.,general,2024-11-20T18:21:52Z,-0.1,0.08333333333333334,1,2024-11-25 00:30:30,archbishop of canterbury to remain in post until new year,justin welby will conduct few public engagements before completing his official duties in january
‘I didn’t think I’d walk again after road crash’,Tom Hadden’s life changed forever when he was involved in a crash on a rural road in County Tyrone.,general,2024-11-20T00:05:19Z,0.0,0.0,1,2024-11-25 00:30:30,i didnt think id walk again after road crash,tom haddens life changed forever when he was involved in a crash on a rural road in county tyrone
'Ambulance delays made me a widow at 28',"Aaron Morris, 31, died following a crash in County Durham in 2022, but could have been saved.",general,2024-11-20T06:08:32Z,0.0,0.1,1,2024-11-25 00:30:30,ambulance delays made me a widow at 28,aaron morris 31 died following a crash in county durham in 2022 but could have been saved
I don't want to see Tour de France crash - Georgi,British champion Pfeiffer Georgi says she does not want to see her crash at the Tour de France Femmes where she fractured her neck.,general,2024-11-21T10:32:34Z,0.0,0.0,1,2024-11-25 00:30:30,i dont want to see tour de france crash  georgi,british champion pfeiffer georgi says she does not want to see her crash at the tour de france femmes where she fractured her neck
Billie Eilish sends love to family of Kearney teens killed in multi-state police chase,Lucy Yeates and Kole Cunningham were killed in a crash on their way to a Billie Eilish concert in Omaha. Aubrey Yeates was injured in the crash,general,2024-11-20T16:29:52Z,-0.2,0.0,0,2024-11-25 00:30:30,billie eilish sends love to family of kearney teens killed in multistate police chase,lucy yeates and kole cunningham were killed in a crash on their way to a billie eilish concert in omaha aubrey yeates was injured in the crash
JPD Chief Wade announces internal investigation due to 'inactions' by officers. See details,"Chief of Police Joseph Wade announced an internal investigation of ""officers"" relating to a car crash that occurred over the weekend.",general,2024-11-18T20:45:03Z,0.0,0.0,1,2024-11-25 00:30:30,jpd chief wade announces internal investigation due to inactions by officers see details,chief of police joseph wade announced an internal investigation of officers relating to a car crash that occurred over the weekend
"Relevant! Relevant! Relevant! At 50, Microsoft Is an AI Giant, Open-Source Lover, and as Bad as Ever","When Satya Nadella took over as CEO, the company was lumbering and uncool. He cleaned up a toxic culture, crafted the deal of the decade, and put Microsoft back on top.",general,2024-11-21T11:00:00Z,0.25,0.25,2,2024-11-25 00:30:30,relevant relevant relevant at 50 microsoft is an ai giant opensource lover and as bad as ever,when satya nadella took over as ceo the company was lumbering and uncool he cleaned up a toxic culture crafted the deal of the decade and put microsoft back on top
Wynne Evans slams media 'lies' after Strictly exit,BBC Wales presenter Wynne Evans is disappointed about media coverage of him on Strictly Come Dancing.,general,2024-11-18T10:36:52Z,-0.75,0.75,0,2024-11-25 00:30:30,wynne evans slams media lies after strictly exit,bbc wales presenter wynne evans is disappointed about media coverage of him on strictly come dancing
Price cuts fail to prevent iPhone sales drop on China's Singles Day,"China's annual Singles Day shopping festival has again seen Apple's iPhone sales decline year over year.iPhone 16 ProSingles dDay used to regularly see record-breaking sales for the iPhone, with one vendor selling 156 million of the iPhone 13 in the first two…",general,2024-11-20T11:35:31Z,0.125,0.20512820512820512,2,2024-11-25 00:30:30,price cuts fail to prevent iphone sales drop on chinas singles day,chinas annual singles day shopping festival has again seen apples iphone sales decline year over yeariphone 16 prosingles dday used to regularly see recordbreaking sales for the iphone with one vendor selling 156 million of the iphone 13 in the first two
It looks like there's a big shake-up at Comcast coming,"Comcast plans to break off some of its NBCUniversal cable channels, including MSNBC, CNBC, E!, Oxygen, and the Golf Channel, the WSJ reported.",general,2024-11-20T00:45:34Z,0.0,0.0,1,2024-11-25 00:30:30,it looks like theres a big shakeup at comcast coming,comcast plans to break off some of its nbcuniversal cable channels including msnbc cnbc e oxygen and the golf channel the wsj reported
Schools shut as snow causes more travel problems,Transport for Wales cancels some trains as weather warning continue.,general,2024-11-20T07:56:05Z,0.0,0.0,1,2024-11-25 00:30:30,schools shut as snow causes more travel problems,transport for wales cancels some trains as weather warning continue
[Removed],[Removed],general,2024-11-18T21:41:30Z,0.0,0.0,1,2024-11-25 00:30:30,removed,removed
Why one veteran economist is doubling down on his 2025 recession call after Trump's victory,"The economy is flashing a rare recession warning only seen four times in the last century, according to top economist Steve Hanke.",general,2024-11-18T15:59:58Z,0.2,0.6166666666666667,2,2024-11-25 00:30:30,why one veteran economist is doubling down on his 2025 recession call after trumps victory,the economy is flashing a rare recession warning only seen four times in the last century according to top economist steve hanke
Should Wales boss Gatland stay or go? Pundits react,Rugby pundits have weighed in on the debate over Warren Gatland's future as Wales head coach.,general,2024-11-18T21:48:14Z,0.0,0.125,1,2024-11-25 00:30:30,should wales boss gatland stay or go pundits react,rugby pundits have weighed in on the debate over warren gatlands future as wales head coach
Storm Bert brings landslide and 82mph gusts,"Ten people were rescued after a landslide near Llangollen, Denbighshire, on Saturday afternoon.",general,2024-11-23T17:27:08Z,0.05,0.2,1,2024-11-25 00:30:30,storm bert brings landslide and 82mph gusts,ten people were rescued after a landslide near llangollen denbighshire on saturday afternoon
[Removed],[Removed],general,2024-11-20T13:30:27Z,0.0,0.0,1,2024-11-25 00:30:30,removed,removed
Robotaxis could slowly be coming for Uber and Lyft drivers' earnings,"Robotaxis are rolling out across the US, and they pose a long-term threat to Uber and Lyft drivers.",general,2024-11-19T14:21:04Z,0.0,0.0,1,2024-11-25 00:30:30,robotaxis could slowly be coming for uber and lyft drivers earnings,robotaxis are rolling out across the us and they pose a longterm threat to uber and lyft drivers
[Removed],[Removed],general,2024-11-18T21:41:30Z,0.0,0.0,1,2024-11-25 00:30:30,removed,removed
"Relevant! Relevant! Relevant! At 50, Microsoft Is an AI Giant, Open-Source Lover, and as Bad as Ever","When Satya Nadella took over as CEO, the company was lumbering and uncool. He cleaned up a toxic culture, crafted the deal of the decade, and put Microsoft back on top.",general,2024-11-21T11:00:00Z,0.25,0.25,2,2024-11-25 00:30:30,relevant relevant relevant at 50 microsoft is an ai giant opensource lover and as bad as ever,when satya nadella took over as ceo the company was lumbering and uncool he cleaned up a toxic culture crafted the deal of the decade and put microsoft back on top
People smugglers who promoted Tripadvisor-style video reviews caught,"The smugglers offered the migrants bronze, silver, gold and platinum packages, depending on risk.",general,2024-11-22T13:54:53Z,0.0,0.0,1,2024-11-25 00:30:30,people smugglers who promoted tripadvisorstyle video reviews caught,the smugglers offered the migrants bronze silver gold and platinum packages depending on risk
New Zealand’s capital prepares for huge Maori protests,"The country is seen as a world leader for supporting indigenous rights, but many fear that's now at risk.",general,2024-11-18T17:19:53Z,0.375,0.375,2,2024-11-25 00:30:30,new zealands capital prepares for huge maori protests,the country is seen as a world leader for supporting indigenous rights but many fear thats now at risk
A bodybuilder says this 5-minute weighted warm-up sets him up for for better gains in the gym,"Warming up with weightlifting exercise helps activate muscles for better gains and less risk of injury, according to a bodybuilder.",general,2024-11-22T15:27:41Z,0.16666666666666669,0.2833333333333333,2,2024-11-25 00:30:30,a bodybuilder says this 5minute weighted warmup sets him up for for better gains in the gym,warming up with weightlifting exercise helps activate muscles for better gains and less risk of injury according to a bodybuilder
A more severe strain of mpox has been detected in the U.S. for the first time,"The patient was traveling from East Africa, where the mpox disease is endemic. The CDC says the strain does not present a high risk to the general population.",general,2024-11-18T10:08:44Z,0.07,0.3466666666666667,1,2024-11-25 00:30:30,a more severe strain of mpox has been detected in the us for the first time,the patient was traveling from east africa where the mpox disease is endemic the cdc says the strain does not present a high risk to the general population
[Removed],[Removed],general,2024-11-18T21:41:30Z,0.0,0.0,1,2024-11-25 00:30:30,removed,removed
"WATCH: Giraffes need endangered species protection for the first time, US officials say","The tallest animal on Earth is in danger, according to the U.S. Fish and Wildlife Service, which has called for federal protections for giraffe species for the first time.",general,2024-11-22T00:22:12Z,0.25,0.3333333333333333,2,2024-11-25 00:30:30,watch giraffes need endangered species protection for the first time us officials say,the tallest animal on earth is in danger according to the us fish and wildlife service which has called for federal protections for giraffe species for the first time
Danger Danger by Exploding Kittens Fast Paced Strategic Card Game $4,Amazon [amazon.com] has *Danger Danger by Exploding Kittens Fast Paced Strategic Card Game* for $5.99 - $2 when you 'clip' the coupon on product page = *$3.99*. *Shipping is free* with Prime or on...,general,2024-11-22T06:48:48Z,0.06666666666666667,0.6,1,2024-11-25 00:30:30,danger danger by exploding kittens fast paced strategic card game 4,amazon amazoncom has danger danger by exploding kittens fast paced strategic card game for 599  2 when you clip the coupon on product page  399 shipping is free with prime or on
Norwegian mass killer Breivik says his attacks were 'necessary' in parole bid,"SANDVIKA, Norway (Reuters) -Anders Behring Breivik, the jailed mass murderer who killed 77 in Norway's worst peacetime atrocity, told a court his attacks...",general,2024-11-19T02:05:25Z,-0.6,0.5,0,2024-11-25 00:30:30,norwegian mass killer breivik says his attacks were necessary in parole bid,sandvika norway reuters anders behring breivik the jailed mass murderer who killed 77 in norways worst peacetime atrocity told a court his attacks
"S.T.A.L.K.E.R. 2: Heart Of Chornobyl review: a captivating survival shooter, even with bits falling off","We’re probably all past ""And in the game"" jokes by now, but it is fitting that S.T.A.L.K.E.R. 2: Heart Of Chornobyl is about venturing into a shattered world and enduring the worst of its logic-defying hardships to find the treasures within. This is a bold, u…",general,2024-11-20T14:00:00Z,-0.16333333333333333,0.5633333333333332,0,2024-11-25 00:30:30,stalker 2 heart of chornobyl review a captivating survival shooter even with bits falling off,were probably all past and in the game jokes by now but it is fitting that stalker 2 heart of chornobyl is about venturing into a shattered world and enduring the worst of its logicdefying hardships to find the treasures within this is a bold u
See Photos of the Seventh Volcanic Eruption on Iceland’s Reykjanes Peninsula in 12 Months,The repeated volcanic eruptions on the Reykjanes Peninsula have damaged infrastructure and property in nearby town Grindavík and forced many residents to relocate for their safety.,general,2024-11-21T07:30:00Z,0.09999999999999998,0.35,1,2024-11-25 00:30:30,see photos of the seventh volcanic eruption on icelands reykjanes peninsula in 12 months,the repeated volcanic eruptions on the reykjanes peninsula have damaged infrastructure and property in nearby town grindavík and forced many residents to relocate for their safety
America’s Rare Earth Problem Could Be Solved With Literal Trash,"Rare earth elements are crucial to many technologies, and scientists say the U.S. could boost extraction from domestic reserves by as much as eight times the current level.",general,2024-11-23T15:00:05Z,0.16666666666666666,0.5166666666666667,2,2024-11-25 00:30:30,americas rare earth problem could be solved with literal trash,rare earth elements are crucial to many technologies and scientists say the us could boost extraction from domestic reserves by as much as eight times the current level
Australia's proposed social media ban for kids is a 1950s solution to a 2024 problem,"If you think like a hammer, every problem looks like a nail.",general,2024-11-23T16:00:00Z,0.0,0.0,1,2024-11-25 00:30:30,australias proposed social media ban for kids is a 1950s solution to a 2024 problem,if you think like a hammer every problem looks like a nail
Microsoft's Copilot has an oversharing problem. The company is trying to help customers fix it.,"Microsoft released tools to address security issues with  Copilot, which indexes internal data and sometimes shares sensitive customer information.",general,2024-11-21T01:15:13Z,0.05,0.45,1,2024-11-25 00:30:30,microsofts copilot has an oversharing problem the company is trying to help customers fix it,microsoft released tools to address security issues with  copilot which indexes internal data and sometimes shares sensitive customer information
The Norwegian Company Blamed for California's Hydrogen Car Woes,"A civil fraud case reveals that the hydrogen fueling stations promoted by Toyota, Shell, and Chevron never worked in the first place.",general,2024-11-19T13:00:00Z,0.25,0.3333333333333333,2,2024-11-25 00:30:30,the norwegian company blamed for californias hydrogen car woes,a civil fraud case reveals that the hydrogen fueling stations promoted by toyota shell and chevron never worked in the first place
The AI Reporter That Took My Old Job Just Got Fired,"A local newspaper in Hawaii experimented with AI-generated presenters to engage and boost its readership. After two months, the bots have been shelved.",general,2024-11-21T10:00:00Z,0.0,0.0,1,2024-11-25 00:30:30,the ai reporter that took my old job just got fired,a local newspaper in hawaii experimented with aigenerated presenters to engage and boost its readership after two months the bots have been shelved
